Title,Player,Card Number,Set,Manufacturer,Season,League,Features,Images,Market Avg (eBay 90d USD),Last Sold Raw (USD),Last Sold Raw Title,Last Sold Raw URL,Last Sold Raw Ended,Team,id,sport,year,set,subset,card_number,player,team,league,parallel,insert,rookie,autograph,serial_number,grade,condition,quantity,purchase_price,value,currency,notes,image,image_back,source,timestamp,Custom label (SKU),Notes
2022-23 Topps Merlin Chrome UEFA Club Competitions 115 Timo Werner Aqua Prism Refractor,Timo Werner,115,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0003_Layer%2031.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0003_Layer%2032.jpg,,,,,,RB Leipzig,c_f084fb7a,,2022.0,Topps Merlin,,115,Timo Werner,RB Leipzig,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0003_Layer%2031.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0003_Layer%2032.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Panini Select Premier League Unstoppable 20 Hee-Chan Hwang,Hee-Chan Hwang,20,Panini Select Premier League,Panini,2023–24,Premier League,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0001_Layer%2093.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16-back_0001_Layer%2093.jpg,,,,,,Wolverhampton Wanderers,c_23855c6f,,2023.0,Panini Select Premier League,,20,Hee-Chan Hwang,Wolverhampton Wanderers,Premier League,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0001_Layer%2093.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16-back_0001_Layer%2093.jpg,,2026-02-04T01:59:04.879Z,,
2023-24 Panini Select Premier League 22 Solly March Red Ice,Solly March,22,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-36_0001_Layer%2024.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-36-back_0001_Layer%2030.jpg,,,,,,Brighton & Hove Albion,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Topps Finest MLS MLS Pop Art PA14 Zlatan Ibrahimovic,Zlatan Ibrahimovic,2024,Finest Pop Art,Topps,2024,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0009_Layer%2071.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0004_Layer%2076.jpg,,,,,,,c_a114d802,,2024.0,Finest Pop Art,,2024,Zlatan Ibrahimovic,,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0009_Layer%2071.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0004_Layer%2076.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League 2 Ryan Christie,Ryan Christie,2,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Base,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40_0001_Layer%207.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40-back_0001_Layer%207.jpg,,,,,,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League Select Stars 6 Sander Berge,Sander Berge,6,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Select Stars,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-43_0005_Layer%2025.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-43_0001_Layer%2029.jpg,,,,,,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 27 Wilson Odobert Red Ice,Wilson Odobert,27,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-13_0008_Layer%2014.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-13_0002_Layer%2020.jpg,,,,,,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 19 Aaron Hickey Red Ice,Aaron Hickey,19,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-46_0005_Layer%2018.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-46_0000_Layer%2024.jpg,,,,,,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Topps Finest MLS 47 Diogo Goncalves Gold Refractor,Diogo Goncalves,47,2024 Topps Finest MLS,Topps,2023-24,MLS,Gold Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-1_0042_Layer%206.jpg | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-1_0037_Layer%2011.jpg,,,,,,Real Salt Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 101 Dominic Solanke Red Ice,Dominic Solanke,101,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40_0003_Layer%205.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40-back_0003_Layer%205.jpg,,,,,,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 201 Dominic Solanke Red Ice,Dominic Solanke,201,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40_0004_Layer%204.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40-back_0004_Layer%204.jpg,,,,,,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 234 Eberechi Eze Red Ice,Eberechi Eze,234,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-39_0002_Layer%2050.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-39-back_0002_Layer%2056.jpg,,,,,,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 228 Ivan Toney Pink Ice,Ivan Toney,228,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Pink Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-13_0001_Layer%2079.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-46_0004_Layer%2019.jpg,,,,,,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Topps Finest MLS 29 Daniel Gazdag Orange Refractor,Daniel Gazdag,29,2024 Topps Finest MLS,Topps,2023-24,MLS,Orange Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-1_0046_Layer%202.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-1_0040_Layer%208.jpg,,,,,,Philadelphia Union,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 30 Jacob Bruun Larsen Red Ice,Jacob Bruun Larsen,30,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-13_0009_Layer%2013.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-13_0003_Layer%2019.jpg,,,,,,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 43 James Tarkowski Red Ice,James Tarkowski,43,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-38_0000_Layer%2044.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-38-back_0000_Layer%2051.jpg,,,,,,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 36 Jean-Philippe Mateta Red Ice,Jean-Philippe Mateta,36,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-35-front_0003_Layer%2047.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-35-back_0003_Layer%2016.jpg,,,,,,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 140 Jeffrey Schlupp Red Ice,Jeffrey Schlupp,140,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-39_0001_Layer%2051.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-39-back_0001_Layer%2057.jpg,,,,,,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Prizm Premier League 109 Jhon Duran Orange Mosaic,Jhon Duran,109,2023-24 Panini Prizm Premier League,Panini,2023-24,Premier League,Orange Mosaic,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-45_0006_Layer%206.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-45_0000_Layer%2012.jpg,,,,,,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 21 Joao Pedro,Joao Pedro,21,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Base,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-36_0002_Layer%2023.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-36-back_0002_Layer%2029.jpg,,,,,,Brighton & Hove Albion,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 28 Dara O'Shea Red Ice,Dara O'Shea,28,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-13_0010_Layer%2012.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-13_0004_Layer%2018.jpg,,,,,,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 206 Josh Cullen Red Ice,Josh Cullen,206,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-13_0011_Layer%2011.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-13-back_0000_Layer%2086.jpg,,,,,,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League Equalizers 15 Anthony Gordon,Anthony Gordon,15,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Equalizers,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-20_0000_Layer%20116.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-20-back_0000_Layer%20117.jpg,,,,,,Newcastle United,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 3 Alex Scott Red Ice,Alex Scott,3,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40_0002_Layer%206.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40-back_0002_Layer%206.jpg,,,,,,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League Unstoppable 10 Andreas Pereira,Andreas Pereira,10,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Unstoppable,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-34_0004_Layer%208.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-34-back_0004_Layer%2014.jpg,,,,,,Fulham,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 146 Andreas Pereira Red Ice,Andreas Pereira,146,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-34_0003_Layer%209.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-34-back_0003_Layer%2015.jpg,,,,,,Fulham,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League Unstoppable 22 Christian Norgaard,Christian Norgaard,22,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Unstoppable,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-43_0007_Layer%2023.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-43_0003_Layer%2027.jpg,,,,,,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 247 Anthony Gordon Red Ice,Anthony Gordon,247,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-20_0002_Layer%20114.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-20-back_0002_Layer%20115.jpg,,,,,,Newcastle United,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 47 Bobby de Cordova-Reid Red Ice,Bobby de Cordova-Reid,47,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-38_0002_Layer%2042.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-38-back_0002_Layer%2049.jpg,,,,,,Fulham,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Finest MLS 210 Rafael Navarro Oil Spill Refractor,Rafael Navarro,210,2024 Topps Finest MLS,Topps,2023-24,MLS,Oil Spill Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-1_0047_Layer%201.jpg | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-1_0041_Layer%207.jpg,,,,,,Colorado Rapids,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 116 Bryan Mbeumo Red Ice,Bryan Mbeumo,116,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-46_0008_Layer%2015.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-46_0010_Layer%2021.jpg,,,,,,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 42 Jordan Pickford Red Ice,Jordan Pickford,42,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-38_0001_Layer%2043.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-38-back_0001_Layer%2050.jpg,,,,,,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 205 Kaoru Mitoma Red Ice,Kaoru Mitoma,205,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-36_0000_Layer%2025.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-36-back_0000_Layer%2031.jpg,,,,,,Brighton & Hove Albion,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League Unstoppable 5 Kaoru Mitoma,Kaoru Mitoma,5,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Unstoppable,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-36_0005_Layer%2020.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-36-back_0003_Layer%2028.jpg,,,,,,Brighton & Hove Albion,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League Equalizers 1 Marcus Tavernier,Marcus Tavernier,1,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Equalizers,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40_0006_Layer%202.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40-back_0006_Layer%202.jpg,,,,,,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Topps Finest MLS MLS Pop Art PA9 Marco Reus,Marco Reus,2024,Finest Pop Art,Topps,2024,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0014_Layer%2020.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0012_Layer%2034.jpg,,,,,,,c_ccd133b2,,2024.0,Finest Pop Art,,2024,Marco Reus,,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0014_Layer%2020.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0012_Layer%2034.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League Equalizers 6 Lyle Foster,Lyle Foster,6,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Equalizers,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-43_0004_Layer%2026.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-43_0000_Layer%2030.jpg,,,,,,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 26 Lyle Foster Red Ice,Lyle Foster,26,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-43_0004_Layer%2026.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-13_0001_Layer%2021.jpg,,,,,,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24 Panini Select Premier League 104 Milos Kerkez Red Ice,Milos Kerkez,104,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40_0007_Layer%201.jpg  | https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/card%20matcher/Untitled-40-back_0007_Layer%201.jpg,,,,,,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
